pool,kind,arc_id,stage,template,name,keep
ANTIQUITY_CRISIS_PLAGUE,name,,,The Wasting Plague,La peste devastatrice,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Summer Plague,La peste estiva,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Winter Sickness,Il morbo invernale,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Silent Death,La morte silenziosa,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The {color} Death,La morte nera,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The {color} Death,La morte rossa,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The {color} Death,La morte grigia,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The {color} Death,La morte pallida,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste della frontiera,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste delle province,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste della steppa,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste della costa,1
ANTIQUITY_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste del cuore dell'impero,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc1,1,,La peste estiva,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc1,2,,Gli anni della peste,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc1,3,,La grande moria,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc1,4,,Il tempo della morte,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc2,1,,La febbre sudorifera,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc2,2,,La peste della costa,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc2,3,,La grande pestilenza,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc2,4,,Gli anni delle ceneri,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc3,1,,Il morbo invernale,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc3,2,,La peste devastatrice,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc3,3,,Il grande flagello,1
ANTIQUITY_CRISIS_PLAGUE,arc,arc3,4,,La morte silenziosa,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Servile Wars,Le guerre servili,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Civil Wars,Le guerre civili,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Years of Revolt,Gli anni della rivolta,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Years of Anarchy,Gli anni dell'anarchia,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Years of Turmoil,Gli anni del tumulto,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Time of Tyrants,Il tempo dei tiranni,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Age of Usurpers,L'età degli usurpatori,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Age of Pretenders,L'età dei pretendenti,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Age of Warlords,L'età dei signori della guerra,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Crisis of the Third Century,La crisi del III secolo,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Crisis of Succession,La crisi di successione,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Crisis of Legitimacy,La crisi di legittimità,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Crisis of Authority,La crisi dell'autorità,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Collapse of Authority,Il crollo dell'autorità,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Great Fracturing,La grande frattura,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Sundering,La grande scissione,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Troubles,I disordini,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Soldier's Revolt,La rivolta dei soldati,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Pretenders' War,La guerra dei pretendenti,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The War of Succession,La guerra di successione,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Provincial Revolts,Le rivolte provinciali,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Crisis of the Provinces,La crisi delle province,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Revolt of the {place},La rivolta della frontiera,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Revolt of the {place},La rivolta delle province,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Revolt of the {place},La rivolta della steppa,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Revolt of the {place},La rivolta della costa,1
ANTIQUITY_CRISIS_LOYALTY,name,,,The Revolt of the {place},La rivolta del cuore dell'impero,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc1,1,,La guerra dei pretendenti,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc1,2,,Le guerre civili,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc1,3,,L'età degli usurpatori,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc1,4,,Il crollo dell'autorità,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc2,1,,La rivolta dei soldati,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc2,2,,Le rivolte provinciali,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc2,3,,Gli anni dell'anarchia,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc2,4,,La grande scissione,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc3,1,,La crisi di successione,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc3,2,,La guerra di successione,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc3,3,,Le guerre civili,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc3,4,,Il tempo dei tiranni,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc4,1,,Gli anni della rivolta,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc4,2,,La crisi delle province,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc4,3,,La grande frattura,1
ANTIQUITY_CRISIS_LOYALTY,arc,arc4,4,,L'età dei signori della guerra,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Age of Revolutions,L'età delle rivoluzioni,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Age of Reform,L'età delle riforme,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Revolutionary Years,Gli anni rivoluzionari,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The National Revolutions,Le rivoluzioni nazionali,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Spring of Nations,La primavera dei popoli,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Year of Liberty,L'anno della libertà,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Year of the Republic,L'anno della repubblica,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Glorious Revolution,La Gloriosa Rivoluzione,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Great Awakening,Il grande risveglio,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Reform Movement,Il movimento riformatore,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The People's Rising,La sollevazione popolare,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The People's Revolution,La rivoluzione popolare,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The National Rising,La sollevazione nazionale,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Republican Rising,La sollevazione repubblicana,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Crisis of the Crown,La crisi della corona,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Crisis of the Republic,La crisi della repubblica,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Fall of the Crown,La caduta della corona,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Constitutional Crisis,La crisi costituzionale,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Risings in the {place},Le sollevazioni della frontiera,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Risings in the {place},Le sollevazioni delle province,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Risings in the {place},Le sollevazioni della steppa,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Risings in the {place},Le sollevazioni della costa,1
EXPLORATION_CRISIS_REVOLUTION,name,,,The Risings in the {place},Le sollevazioni del cuore dell'impero,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc1,1,,L'anno della libertà,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc1,2,,La sollevazione repubblicana,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc1,3,,La caduta della corona,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc1,4,,Gli anni rivoluzionari,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc2,1,,La crisi costituzionale,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc2,2,,La sollevazione popolare,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc2,3,,La rivoluzione popolare,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc2,4,,La primavera dei popoli,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc3,1,,Il movimento riformatore,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc3,2,,La crisi della corona,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc3,3,,La sollevazione nazionale,1
EXPLORATION_CRISIS_REVOLUTION,arc,arc3,4,,L'età delle rivoluzioni,1
EXPLORATION_CRISIS_RELIGION,name,,,The Great Schism,Il Grande Scisma,1
EXPLORATION_CRISIS_RELIGION,name,,,The Sacred Schism,Lo scisma sacro,1
EXPLORATION_CRISIS_RELIGION,name,,,The Temple Schism,Lo scisma del tempio,1
EXPLORATION_CRISIS_RELIGION,name,,,The Provincial Schism,Lo scisma provinciale,1
EXPLORATION_CRISIS_RELIGION,name,,,The Reformation,La Riforma,1
EXPLORATION_CRISIS_RELIGION,name,,,The Counter-Reformation,La Controriforma,1
EXPLORATION_CRISIS_RELIGION,name,,,The Reformation of the Provinces,La Riforma delle province,1
EXPLORATION_CRISIS_RELIGION,name,,,The Wars of Religion,Le guerre di religione,1
EXPLORATION_CRISIS_RELIGION,name,,,The Age of Heresies,L'età delle eresie,1
EXPLORATION_CRISIS_RELIGION,name,,,The Age of Prophets,L'età dei profeti,1
EXPLORATION_CRISIS_RELIGION,name,,,The Religious Upheaval,Il tumulto religioso,1
EXPLORATION_CRISIS_RELIGION,name,,,The Crisis of Faith,La crisi della fede,1
EXPLORATION_CRISIS_RELIGION,name,,,The Crisis of Orthodoxy,La crisi dell'ortodossia,1
EXPLORATION_CRISIS_RELIGION,name,,,The Sacred Wars,Le guerre sacre,1
EXPLORATION_CRISIS_RELIGION,name,,,The War of the Faithful,La guerra dei fedeli,1
EXPLORATION_CRISIS_RELIGION,name,,,The War of the Prophets,La guerra dei profeti,1
EXPLORATION_CRISIS_RELIGION,name,,,The Iconoclast Crisis,La crisi iconoclasta,1
EXPLORATION_CRISIS_RELIGION,name,,,The Temple Crisis,La crisi del tempio,1
EXPLORATION_CRISIS_RELIGION,name,,,The Pilgrim Wars,Le guerre dei pellegrini,1
EXPLORATION_CRISIS_RELIGION,name,,,The {regional} Reformation,La Riforma del nord,1
EXPLORATION_CRISIS_RELIGION,name,,,The {regional} Reformation,La Riforma dell'est,1
EXPLORATION_CRISIS_RELIGION,name,,,The Heresy of the {place},L'eresia della frontiera,1
EXPLORATION_CRISIS_RELIGION,name,,,The Heresy of the {place},L'eresia delle province,1
EXPLORATION_CRISIS_RELIGION,name,,,The Heresy of the {place},L'eresia della steppa,1
EXPLORATION_CRISIS_RELIGION,name,,,The Heresy of the {place},L'eresia della costa,1
EXPLORATION_CRISIS_RELIGION,name,,,The Heresy of the {place},L'eresia del cuore dell'impero,1
EXPLORATION_CRISIS_RELIGION,arc,arc1,1,,La crisi della fede,1
EXPLORATION_CRISIS_RELIGION,arc,arc1,2,,Lo scisma sacro,1
EXPLORATION_CRISIS_RELIGION,arc,arc1,3,,Le guerre di religione,1
EXPLORATION_CRISIS_RELIGION,arc,arc1,4,,La Riforma,1
EXPLORATION_CRISIS_RELIGION,arc,arc2,1,,La crisi iconoclasta,1
EXPLORATION_CRISIS_RELIGION,arc,arc2,2,,L'età delle eresie,1
EXPLORATION_CRISIS_RELIGION,arc,arc2,3,,Le guerre dei pellegrini,1
EXPLORATION_CRISIS_RELIGION,arc,arc2,4,,La Controriforma,1
EXPLORATION_CRISIS_RELIGION,arc,arc3,1,,La crisi del tempio,1
EXPLORATION_CRISIS_RELIGION,arc,arc3,2,,La guerra dei profeti,1
EXPLORATION_CRISIS_RELIGION,arc,arc3,3,,Il Grande Scisma,1
EXPLORATION_CRISIS_RELIGION,arc,arc3,4,,L'età dei profeti,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Black Death,La morte nera,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Great Pestilence,La grande pestilenza,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Great Mortality,La grande moria,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Great Fever,La grande febbre,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Great Dying,Il grande flagello,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Time of Pestilence,Il tempo della pestilenza,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Years of Mortality,Gli anni della mortalità,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Sweating Sickness,La febbre sudorifera,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Wasting Plague,La peste devastatrice,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Plague Years,Gli anni della peste,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Dying Time,Il tempo della morte,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Years of Ashes,Gli anni delle ceneri,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Summer Plague,La peste estiva,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Winter Sickness,Il morbo invernale,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Silent Death,La morte silenziosa,1
EXPLORATION_CRISIS_PLAGUE,name,,,The {color} Death,La morte nera,1
EXPLORATION_CRISIS_PLAGUE,name,,,The {color} Death,La morte rossa,1
EXPLORATION_CRISIS_PLAGUE,name,,,The {color} Death,La morte grigia,1
EXPLORATION_CRISIS_PLAGUE,name,,,The {color} Death,La morte pallida,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste della frontiera,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste delle province,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste della steppa,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste della costa,1
EXPLORATION_CRISIS_PLAGUE,name,,,The Plague of the {place},La peste del cuore dell'impero,1
EXPLORATION_CRISIS_PLAGUE,arc,arc1,1,,La peste estiva,1
EXPLORATION_CRISIS_PLAGUE,arc,arc1,2,,Gli anni della peste,1
EXPLORATION_CRISIS_PLAGUE,arc,arc1,3,,La morte nera,1
EXPLORATION_CRISIS_PLAGUE,arc,arc1,4,,La grande moria,1
EXPLORATION_CRISIS_PLAGUE,arc,arc2,1,,La peste della costa,1
EXPLORATION_CRISIS_PLAGUE,arc,arc2,2,,La grande pestilenza,1
EXPLORATION_CRISIS_PLAGUE,arc,arc2,3,,Il grande flagello,1
EXPLORATION_CRISIS_PLAGUE,arc,arc2,4,,Gli anni delle ceneri,1
EXPLORATION_CRISIS_PLAGUE,arc,arc3,1,,La febbre sudorifera,1
EXPLORATION_CRISIS_PLAGUE,arc,arc3,2,,La peste devastatrice,1
EXPLORATION_CRISIS_PLAGUE,arc,arc3,3,,Il tempo della pestilenza,1
EXPLORATION_CRISIS_PLAGUE,arc,arc3,4,,Il tempo della morte,1
